Approved Symbol	Previous Symbols	Synonyms	Chromosome	Ensembl Gene ID	UCSC ID(supplied by UCSC)
PANX2		hPANX2, PX2	22q13.33	ENSG00000073150	uc003bjn.4
PANX3		Px3	11q24.2	ENSG00000154143	uc001qah.3
PAOX		PAO	10q26.3	ENSG00000148832	uc001lmv.4
PAPD4		FLJ38499, GLD2, TUT2	5q14.1	ENSG00000164329	uc003kgb.2
PAPD5		TRF4-2	16q12.1		uc010vgo.2
PAPD7	POLS	POLK, TRF4, LAK-1, TRF4-1	5p15	ENSG00000112941	uc003jdx.1
PAPLN		MGC50452	14q24.2		uc001xnw.4
PAPOLA		PAP	14q32.1-q32.2		uc001yfq.3
PAPOLB		PAPT	7p22.1	ENSG00000218823	uc003snk.3
PAPOLG		FLJ12972	2p16.1	ENSG00000115421	uc002sai.3
PAPPA		PAPP-A, PAPPA1, IGFBP-4ase, PAPA, ASBABP2, DIPLA1	9q33.1	ENSG00000182752	uc004bjn.3
PAPPA-AS1	PAPPAS	PAPPA-AS, DIPAS, TAF4B, TAF2C2, TAFII105, NCRNA00156	9q33.2	ENSG00000256040	uc033dge.1
PAPPA-AS2		AGU1	9q33.1	ENSG00000226604	
PAPPA2	PLAC3	PAPPE, PAPP-A2	1q25.2	ENSG00000116183	uc001gkz.3
PAPSS1		ATPSK1, PAPSS	4q24	ENSG00000138801	uc003hyk.3
PAPSS2		ATPSK2	10q24	ENSG00000198682	uc001kew.3
PAQR3			4q21		uc003hlp.1
PAQR4		FLJ30002	16p13	ENSG00000162073	uc002csj.5
PAQR5		FLJ20190, MPRG	15q22.31	ENSG00000137819	uc002arz.2
PAQR6		FLJ22672, PRdelta	1q23	ENSG00000160781	uc010phh.2
PAQR7		mSR, MPRA	1p35.3	ENSG00000182749	uc001bkx.3
PAQR8	C6orf33	LMPB1, MPRB	6p12	ENSG00000170915	uc003pao.4
PAQR9		FLJ41938	3q23	ENSG00000188582	uc003evg.4
PAQR9-AS1			3q23	ENSG00000241570	
PARD3		PAR3, PARD3A, Bazooka, Baz, ASIP, PPP1R118	10p11.22	ENSG00000148498	uc010qej.2
PARD3-AS1			10p11.21	ENSG00000226386	uc031wcl.1
PARD3B	ALS2CR19	Par3L, PAR3beta	2q33.3	ENSG00000116117	uc002vap.2
PARD6A		PAR-6, PAR-6A, TAX40, PAR6alpha, TIP-40	16q22.1-q22.3	ENSG00000102981	uc002ett.3
PARD6B		PAR-6B	20q13.13	ENSG00000124171	uc002xvo.3
PARD6G		PAR-6G, PAR6gamma	18q23	ENSG00000178184	uc002lny.3
PARD6G-AS1			18q23		uc002lnx.2
PARG			10q11.23	ENSG00000227345	uc031wgj.1
PARGP1			10q11.22	ENSG00000239883	
PARK2		PDJ, AR-JP, parkin	6q25.2-q27	ENSG00000185345	uc003qtx.4
PARK3			2p13		
PARK7		DJ-1, DJ1	1p36.23	ENSG00000116288	uc001aox.4
PARK10		AAOPD	1p32		
PARK11			2q36-q37		
PARK12			Xq21-q25		
PARK16			1q32		
PARL	PSARL	PRO2207, PSARL1, RHBDS1	3q27.3	ENSG00000175193	uc003fmd.3
PARM1		DKFZP564O0823, Cipar1, WSC4	4q13.3-q21.3	ENSG00000169116	uc003hih.2
PARN		DAN	16p13	ENSG00000140694	uc010uzd.2
PARP1	PPOL, ADPRT	PARP	1q41-q42	ENSG00000143799	uc001hqd.4
PARP1P1	PPOLP1, ADPRTP1		13q34	ENSG00000227105	
PARP1P2	PPOLP2, ADPRTP2		14q13-q32		
PARP2	ADPRTL2		14q11.2	ENSG00000129484	uc001vxc.3
PARP3	ADPRTL3	ADPRT3, IRT1, hPARP-3, pADPRT-3	3p21.2	ENSG00000041880	uc003dbz.3
PARP4	ADPRTL1	VAULT3, p193, VPARP, VWA5C	13q11	ENSG00000102699	uc001upl.3
PARP4P1	ADPRTL1P, PARP4P	PARP4PY1	Yq11.23	ENSG00000237917	
PARP4P2			13q12.11	ENSG00000224976	
PARP4P3	ADPRTL4		22q11.1	ENSG00000249263	
PARP6		pART17	15q22	ENSG00000137817	uc002auc.3
PARP8		FLJ21308, pART16	5q11.2	ENSG00000151883	uc003joo.3
PARP9		BAL, BAL1	3q21.1	ENSG00000138496	uc003efh.4
PARP10		FLJ14464	8q24		uc003zal.4
PARP11	C12orf6		12p13.3	ENSG00000111224	uc001qml.3
PARP12	ZC3HDC1	FLJ22693, PARP-12, ZC3H1	7q34	ENSG00000059378	uc003vvl.1
PARP14		KIAA1268, pART8	3q21	ENSG00000173193	uc003efq.4
PARP15		FLJ40597, pART7	3q21	ENSG00000173200	uc003efm.2
PARP16	C15orf30	FLJ20509, FLJ25281, pART15	15q22.2	ENSG00000138617	uc002aoq.3
PARPBP	C12orf48	FLJ20641, PARI	12q23.2		uc001tjf.3
PARS2		DKFZp727A071	1p32.2	ENSG00000162396	uc001cxy.3
PART1		DKFZP586D0823, NCRNA00206	5q12.1	ENSG00000152931	uc021xza.1
PARTICL		PARTICLE	2p11.2		
PARVA	MXRA2	FLJ12254, FLJ10793	11p15.3	ENSG00000197702	uc001mki.4
PARVB		CGI-56	22q13.2-q13.33	ENSG00000188677	uc003bem.3
PARVG			22q13.31	ENSG00000138964	uc003bep.4
PASD1		CT63	Xq28	ENSG00000166049	uc004fev.4
PASK		PASKIN, KIAA0135, STK37	2q37.3	ENSG00000115687	uc010fzl.2
PATE1		PATE	11q24.2		uc001qct.3
PATE2	C11orf38	UNQ3112, LVLF3112, PATE-M	11q24.2		uc001qcu.4
PATE3		PATE-DJ, HEL-127	11q24.2	ENSG00000236027	uc009zbs.3
PATE4		FLJ41047, PATE-B	11q24.2	ENSG00000237353	uc001qcv.3
PATL1		FLJ36874, Pat1b	11q12.1	ENSG00000166889	uc001noe.5
PATL2		Pat1a	15q21.1	ENSG00000229474	uc010uej.2
PATZ1	ZNF278	MAZR, dJ400N23, ZBTB19, ZSG, RIAZ, PATZ	22q12.2	ENSG00000100105	uc003akq.3
PAUPAR			11p13		
PAWR		par-4, PAR4	12q21.2	ENSG00000177425	uc001syx.3
PAWRP1			10q23.33	ENSG00000225533	
PAWRP2			16p11.2		
PAX1			20p11.22	ENSG00000125813	uc002wsj.3
PAX2			10q24.31	ENSG00000075891	uc001krk.4
PAX3	WS1	HUP2	2q36.1	ENSG00000135903	uc002vmt.2
PAX4		MODY9	7q32.1	ENSG00000106331	uc010lld.1
PAX5		BSAP	9p13.2	ENSG00000196092	uc003zzo.2
PAX6	AN2	D11S812E, AN, WAGR	11p13	ENSG00000007372	uc021qfm.1
PAX7		Hup1	1p36.13	ENSG00000009709	uc001bay.3
PAX8			2q13	ENSG00000125618	uc010yxt.2
PAX8-AS1			2q13	ENSG00000189223	
PAX9			14q13.3	ENSG00000198807	uc001wty.4
PAXBP1	C21orf66, GCFC1	GCFC, fSAP105	21q22.11	ENSG00000159086	uc002yqn.3
PAXBP1-AS1	GCFC1-AS1		21q22.11	ENSG00000238197	uc002yqk.3
PAXBP1P1			7q36.2	ENSG00000233489	
PAXIP1	PAXIP1L	CAGF29, CAGF28, TNRC2, PTIP	7q36	ENSG00000157212	uc033aqm.1
PAXIP1-AS1			7q36.2		
PAXIP1-AS2	PAXIP1OS		7q36.2	ENSG00000214106	
PBCRA1		CRAPB, PBCRA	6q		
PBDC1	CXorf26	MGC874	Xq13.2	ENSG00000102390	uc004ecl.1
PBG1			reserved		
PBK		TOPK, FLJ14385, Nori-3, SPK, CT84	8p21.2	ENSG00000168078	uc003xgi.4
PBLD		MAWBP, MAWDBP, FLJ14767	10q21.3	ENSG00000108187	uc001jns.1
PBOV1		UC28, UROC28	6q23.3	ENSG00000254440	uc003qhv.4
PBRM1		BAF180, PB1	3p21	ENSG00000163939	uc003dey.2
PBX1			1q23.3	ENSG00000185630	uc001gct.3
PBX2		G17, HOX12, PBX2MHC	6p21.32	ENSG00000204304	uc003oav.1
PBX2P1	PBX2, PBXP1		3q24	ENSG00000244171	
PBX3			9q33.3	ENSG00000167081	uc004bqb.3
PBX4			19p13.11	ENSG00000105717	uc002nmy.3
PBXIP1		HPIP	1q22	ENSG00000163346	uc001ffr.3
PC		PCB	11q13.4-q13.5	ENSG00000173599	uc001ojn.1
PCA3		DD3, NCRNA00019, PCAT3	9q21.2	ENSG00000225937	uc004akm.2
PCAP		HPC2, HPC8	1q42.2-q43		
PCAT1		PCAT-1, PCA1	8q24.21	ENSG00000253438	uc022bbd.1
PCAT2		PCA2, TCONS_00015167	8q24.21	ENSG00000253264	
PCAT4		GDEP, PCAN1, PCA4	4q21.21	ENSG00000251321	
PCAT5	LINC01452	TPCAT-10-36067	10p11.21	ENSG00000280719	
PCAT6	KDM5B-AS1	ncRNA-a2, PCAN-R1, KDM5BAS1, onco-lncRNA-96	1q32.1	ENSG00000228288	
PCAT7		PCAN-R2	9q22.32	ENSG00000231806	
PCAT14			22q11.23		
PCAT18		LINC01092	18q11.2	ENSG00000265369	
PCAT19	LOC100505495	LINC01190	19q13.2	ENSG00000267107	
PCAT29			15q23	ENSG00000259641	
PCBD1	DCOH, PCBD	PCD	10q22	ENSG00000166228	uc001jrn.2
PCBD2		DCOHM, DCOH2	5q31.1	ENSG00000132570	uc010jdz.3
PCBP1		HNRPE1, hnRNP-E1, HNRPX, hnRNP-X	2p13-p12	ENSG00000169564	uc002sgf.3
PCBP1-AS1			2p13.3	ENSG00000179818	uc002sga.3
PCBP2		HNRPE2, hnRNP-E2, HNRNPE2	12q13.13	ENSG00000197111	uc001sdc.4
PCBP2-OT1		TUC338	12q13.13		
PCBP2P1			21q22.3	ENSG00000235701	
PCBP2P2			8q21-q22		
PCBP2P3			5q14.3	ENSG00000248826	
PCBP3			21q22.3	ENSG00000183570	uc002zhq.2
PCBP3-OT1	PCBP3OT	FLJ44028	21q22.3		
PCBP4		MCG10, LIP4	3p21	ENSG00000090097	uc003dch.2
PCCA			13q32	ENSG00000175198	uc001voo.3
PCCA-AS1			13q32.3	ENSG00000234650	uc031qna.1
PCCB			3q21-q22	ENSG00000114054	uc003eqy.2
PCDH1		pc42	5q31.3	ENSG00000156453	uc003llp.4
PCDH7		BH-Pcdh, PPP1R120	4p15		uc021xnd.1
PCDH8		PAPC, ARCADLIN	13q21.1	ENSG00000136099	uc001vhi.3
PCDH8P1			13q14.3	ENSG00000225510	
PCDH9			13q21.32	ENSG00000184226	uc001vik.3
PCDH9-AS1			13q21.32	ENSG00000234527	
PCDH9-AS2			13q21.32	ENSG00000228842	uc031qmb.1
PCDH9-AS3			13q21.32	ENSG00000225263	uc031qmc.1
PCDH9-AS4			13q21.32	ENSG00000233840	uc032ais.1
PCDH10		OL-PCDH, KIAA1400	4q28.3		uc003iha.3
PCDH11X	PCDH11	PCDH-X, PCDHX, PPP1R119	Xq21.3	ENSG00000102290	uc004efo.2
PCDH11Y	PCDH22	PCDHY	Yp11.2	ENSG00000099715	uc004fqo.4
PCDH12		VE-cadherin-2	5q31.3	ENSG00000113555	uc003llx.4
PCDH15	USH1F, DFNB23	CDHR15	10q21.1	ENSG00000150275	uc010qhy.1
PCDH17		PCDH68, PCH68	13q21.1	ENSG00000118946	uc001vhq.1
PCDH18		KIAA1562, PCDH68L	4q28.3	ENSG00000189184	uc003ihe.4
PCDH19	EFMR	KIAA1313, EIEE9	Xq22.1	ENSG00000165194	uc004efx.4
PCDH20		PCDH13, FLJ22218	13q21	ENSG00000280165	uc001vid.4
PCDHA1			5q31		
PCDHA2			5q31		
PCDHA3		PCDH-ALPHA3	5q31		
PCDHA4		CNR1, CRNR1, PCDH-ALPHA4, CNRN1	5q31		
PCDHA5	CNRS6	CNR6, CRNR6, CNRN6, PCDH-ALPHA5	5q31		
PCDHA6	CNRS2	CNR2, CRNR2, PCDH-ALPHA6	5q31	ENSG00000081842	
PCDHA7	CNRS4	CNR4, CRNR4	5q31		
PCDHA8			5q31		
PCDHA9		KIAA0345, PCDH-ALPHA9	5q31		
PCDHA10	CNRS8	CNR8, CRNR8, CNRN8, PCDH-ALPHA10	5q31	ENSG00000250120	
PCDHA11	CNRS7	CNR7, CRNR7, CNRN7, PCDH-ALPHA11	5q31	ENSG00000249158	
PCDHA12		PCDH-ALPHA12	5q31	ENSG00000251664	
PCDHA13	CNRS5	CNR5, CRNR5, CNRN5, PCDH-ALPHA13	5q31	ENSG00000239389	
PCDHA14	CNRS3	CNR3, CRNR3, PCDH-PSI4	5q31.3	ENSG00000249504	
PCDHA@	CNRS1	CNR1	5q31		
PCDHAC1			5q31	ENSG00000248383	
PCDHAC2		PCDH-ALPHA-C2	5q31	ENSG00000243232	uc003lii.3
PCDHACT		PCDHAC	5q31		
PCDHB1		PCDH-BETA1	5q31	ENSG00000171815	uc003lik.2
PCDHB2		PCDH-BETA2	5q31	ENSG00000112852	uc003lil.4
PCDHB3		PCDH-BETA3	5q31	ENSG00000113205	uc003lio.4
PCDHB4		PCDH-BETA4	5q31	ENSG00000081818	uc003lip.2
PCDHB5		DKFZp586B0217, PCDH-BETA5	5q31	ENSG00000113209	uc003liq.4
PCDHB6		PCDH-BETA6	5q31	ENSG00000113211	uc003lir.3
PCDHB7		PCDH-BETA7	5q31	ENSG00000113212	uc003lit.4
PCDHB8		PCDH-BETA8, PCDH3I	5q31	ENSG00000120322	uc011dai.2
PCDHB9		PCDH-BETA9, PCDH3H	5q31	ENSG00000177839	uc032vnm.1
PCDHB10			5q31.3	ENSG00000120324	uc003lix.3
PCDHB11		PCDH-BETA11, ME2	5q31	ENSG00000197479	uc003liy.3
PCDHB12		PCDH-BETA12	5q31	ENSG00000120328	uc003liz.3
PCDHB13		PCDH-BETA13	5q31	ENSG00000187372	uc003lja.2
PCDHB14		PCDH-BETA14	5q31	ENSG00000120327	uc003ljb.4
PCDHB15		PCDH-BETA15	5q31	ENSG00000113248	uc003lje.4
PCDHB16		PCDHB8a, PCDH3X, KIAA1621, PCDH-BETA16, ME1	5q31	ENSG00000272674	uc032vnl.1
PCDHB17P	PCDHB17	PCDH-psi1	5q31.3	ENSG00000255622	uc003lis.3
PCDHB18P	PCDHB18	PCDH-psi2	5q31.3	ENSG00000146001	uc003ljc.1
PCDHB19P		PCDH-PSI5	5q31.3	ENSG00000262096	uc011dam.2
PCDHB@		PCDH3	5q31		
PCDHG@		PCDH2, PCDH4	5q31		
PCDHGA1		PCDH-GAMMA-A1	5q31		
PCDHGA2		PCDH-GAMMA-A2	5q31	ENSG00000081853	
PCDHGA3		PCDH-GAMMA-A3	5q31	ENSG00000254245	
PCDHGA4		PCDH-GAMMA-A4	5q31		
PCDHGA5		CDH-GAMMA-A5, ME3, PCDH-GAMMA-A5	5q31		
PCDHGA6		PCDH-GAMMA-A6	5q31		
PCDHGA7		PCDH-GAMMA-A7	5q31		
PCDHGA8		KIAA0327, PCDH-GAMMA-A8	5q31	ENSG00000253767	
PCDHGA9		PCDH-GAMMA-A9	5q31		
PCDHGA10		PCDH-GAMMA-A10	5q31	ENSG00000253846	
PCDHGA11		PCDH-GAMMA-A11	5q31	ENSG00000253873	
PCDHGA12	CDH21	KIAA0588, FIB3, PCDH-GAMMA-A12	5q31	ENSG00000253159	
PCDHGB1		PCDH-GAMMA-B1	5q31		
PCDHGB2		PCDH-GAMMA-B2	5q31		
PCDHGB3		PCDH-GAMMA-B3	5q31		
PCDHGB4		FIB2, CDH20, PCDH-GAMMA-B4	5q31		
PCDHGB5		PCDH-GAMMA-B5	5q31		
PCDHGB6		PCDH-GAMMA-B6	5q31		
PCDHGB7		ME6, PCDH-GAMMA-B7	5q31	ENSG00000254122	
PCDHGB8P		PCDH-PSI3	5q31.3	ENSG00000248449	uc011daz.2
PCDHGB9P		PSI6	5q31		
PCDHGC3	PCDH2	PC-43, PC43, PCDH-GAMMA-C3	5q31	ENSG00000240184	
PCDHGC4		PCDH-GAMMA-C4	5q31	ENSG00000242419	
PCDHGC5		PCDH-GAMMA-C5	5q31	ENSG00000240764	uc003lla.2
PCDHGCT		PCDHGC	5q31		
PCED1A	C20orf81, FAM113A	bA12M19.1, FLJ22376	20p13	ENSG00000132635	uc002wgz.2
PCED1B	FAM113B	MGC16044	12q13.11	ENSG00000179715	uc021qxi.2
PCED1B-AS1			12q13.11	ENSG00000247774	uc001rpp.2
PCED1CP			2q34	ENSG00000231254	
PCF11		KIAA0824	11q13	ENSG00000165494	uc001ozx.4
PCF11-AS1		ENST00000602322.1	11q14.1	ENSG00000269939	
PCGEM1		NCRNA00071, LINC00071, PCAT9	2q32.3	ENSG00000227418	uc002ute.3
PCGF1		NSPC1, RNF68, MGC10882	2p13.1	ENSG00000115289	uc002slz.3
PCGF2	ZNF144, RNF110	MEL-18	17q12		uc002hqp.1
PCGF3	RNF3	FLJ36550, DONG1, RNF3A, MGC40413	4p16.3	ENSG00000185619	uc003gbe.3
PCGF5	RNF159	MGC16202	10q23.33	ENSG00000180628	uc001khh.4
PCGF6	RNF134	MBLR	10q24.33	ENSG00000156374	uc001kwt.3
PCGF7P	RNF134P1		19p13.11		
PCID2		FLJ11305	13q34	ENSG00000126226	uc032app.1
PCIF1	C20orf67	bA465L10.1, PPP1R121	20q13.12	ENSG00000100982	uc002xqs.3
PCK1		PEPCK-C	20q13.31	ENSG00000124253	uc002xyn.4
PCK2		PEPCK, PEPCK2	14q12	ENSG00000100889	uc001wlt.3
PCLO		KIAA0559, DKFZp779G1236, ACZ	7q21.11	ENSG00000186472	uc003uhx.2
PCM1		PTC4	8p22-p21.3	ENSG00000078674	uc003wyi.4
PCMT1			6q25.1	ENSG00000120265	uc003qne.3
PCMTD1		FLJ10883	8q11.23	ENSG00000168300	uc003xqx.5
PCMTD1P1			Yp11.2	ENSG00000226061	
PCMTD1P2			16p11.2	ENSG00000260087	
PCMTD1P3			7p15.3	ENSG00000234800	
PCMTD1P4			22p11.2		
PCMTD1P5			22p11.2		
PCMTD1P6			14p11.2		
PCMTD1P7			20q11.1		
PCMTD1P8			20q11.21		
PCMTD2	C20orf36	FLJ10883	20q13.33	ENSG00000203880	uc002yil.4
PCNA			20p13-p12.3	ENSG00000132646	uc002wlp.3
PCNA-AS1	PCNAAS, PCNA-AS		20p12.3		uc021wai.1
PCNAP1		p1PCNA	4q23	ENSG00000249065	uc011cee.2
PCNAP2		pF2PCNA	4q23		
PCNAP3			Xp11.3	ENSG00000214009	
PCNAP4			11p15.1	ENSG00000254544	
PCNP			3q12.3	ENSG00000081154	uc003dva.3
PCNPP1	PCNPP		12q24.12		
PCNPP2			9q22.1	ENSG00000225856	
PCNPP3			12q14.3	ENSG00000213344	
PCNPP4			Xq13.3	ENSG00000237089	
PCNPP5			13q14.2	ENSG00000177197	
PCNT	PCNT2	KEN, KIAA0402, PCN, PCNTB, SCKL4	21q22.3	ENSG00000160299	uc002zji.4
PCNX	PCNXL1	KIAA0995, KIAA0805, pecanex	14q24.2		uc001xmo.2
PCNXL2		KIAA0435, FLJ11383	1q42.2	ENSG00000135749	uc001hvl.2
PCNXL3		FLJ22427	11q12.1	ENSG00000197136	uc001oey.2
PCNXL4	C14orf135		14q23.1	ENSG00000126773	uc001xer.4
PCOLCE		PCPE, PCPE1	7q22	ENSG00000106333	uc003uvo.4
PCOLCE-AS1			7q22.1	ENSG00000224729	uc011kjy.2
PCOLCE2		PCPE2	3q21-q24	ENSG00000163710	uc003evd.3
PCOS1			19p13.2		
PCP2		MGC41903, GPSM4	19p13.3		uc031rjd.1
PCP4		PEP-19	21q22.2	ENSG00000183036	uc002yyp.3
PCP4L1		IQM1	1q23.3	ENSG00000248485	uc001gad.3
PCSK1	NEC1	PC1, PC3, SPC3	5q15-q21	ENSG00000175426	uc003kls.2
PCSK1N		SAAS, SgVIII, SCG8	Xp11.23	ENSG00000102109	uc004dkz.5
PCSK2	NEC2	PC2, SPC2	20p11.2	ENSG00000125851	uc002wpm.3
PCSK4		PC4, SPC5, DKFZp434B217, MGC34749	19p13.3	ENSG00000115257	uc002ltb.2
PCSK5		PC5, PC6, SPC6	9q21.13	ENSG00000099139	uc004akc.2
PCSK6	PACE4	SPC4	15q26		uc032csi.1
PCSK6-AS1			15q26.3	ENSG00000259764	
PCSK7		PC7, PC8, LPC, SPC7	11q23-q24	ENSG00000160613	uc001pqr.3
PCSK9	HCHOLA3	NARC-1, FH3	1p32.3	ENSG00000169174	uc001cyf.2
PCTP		STARD2	17q21-q24		uc002iul.4
PCYOX1		KIAA0908, PCL1	2p13.3	ENSG00000116005	uc002sgn.4
PCYOX1L		MGC3265	5q33.1	ENSG00000145882	uc003lqk.2
PCYT1A	PCYT1	CT, CTPCT	3q29	ENSG00000161217	uc003fwg.3
PCYT1B		CCT-beta, CTB	Xp22	ENSG00000102230	uc004dbi.3
PCYT1B-AS1			Xp22.11	ENSG00000236836	uc033dso.1
PCYT2		ET	17q25.3	ENSG00000185813	uc002kch.3
PDAP1		PAP1, PAP, HASPP28	7q	ENSG00000106244	uc003uqe.4
PDB1	PDB		6p21.3		
PDB4			5q31		
PDB5			2q36		
PDB6			10p13		
PDC		MEKA	1q25.2	ENSG00000116703	uc001gsa.4
PDCD1	SLEB2	CD279, PD1, hSLE1, PD-1	2q37.3	ENSG00000188389	uc002wcq.4
PDCD1LG2		PD-L2, Btdc, PDL2, bA574F11.2, CD273, B7-DC	9p24.2	ENSG00000197646	uc003zjg.4
PDCD2		ZMYND7, RP8	6q27	ENSG00000071994	uc003qxw.3
PDCD2L		MGC13096	19q13.11		uc002nvj.3
PDCD4		H731	10q24	ENSG00000150593	uc001kzh.3
PDCD4-AS1			10q25.2	ENSG00000203497	uc010qrd.1
PDCD5		TFAR19, MGC9294	19q13.11	ENSG00000105185	uc002ntm.3
PDCD5P1			12p12.3	ENSG00000255909	
PDCD5P2			5q13.3	ENSG00000251107	
PDCD6		ALG-2, PEF1B	5p15.33	ENSG00000249915	uc003jat.1
PDCD6IP		Alix, AIP1, Hp95	3p22.3	ENSG00000170248	uc003cfy.4
PDCD6IPP1			15q11.2	ENSG00000275325	
PDCD6IPP2			15q13.1	ENSG00000261377	
PDCD7		HES18, ES18	15q22.2	ENSG00000090470	uc002aol.3
PDCD10	CCM3	TFAR15	3q26.1	ENSG00000114209	uc003fez.4
PDCD11		KIAA0185, ALG-4, RRP5	10q24.32	ENSG00000148843	uc001kwy.1
PDCL		PhLP, DKFZp564M1863	9q12-q13	ENSG00000136940	uc004bmz.2
PDCL2		GCPHLP	4q12	ENSG00000163440	uc003hbb.3
PDCL2P1			Xp22.11	ENSG00000228610	
PDCL2P2			11q13.1	ENSG00000255058	
PDCL3		VIAF1	2q12	ENSG00000115539	uc002tao.2
PDCL3P1			8q12.1	ENSG00000226301	
PDCL3P2			8q22.3		
PDCL3P3			3p24.3	ENSG00000214286	
PDCL3P4			3q12.3	ENSG00000244119	uc003dvj.3
PDCL3P5			6q25.1	ENSG00000213089	
PDCL3P6			1p32.3	ENSG00000224255	
PDCL3P7			12q14.3	ENSG00000256777	
PDDC1		FLJ34283	11p15.5	ENSG00000177225	uc001lrc.3
PDE1A			2q32.1	ENSG00000115252	uc010zfq.2
PDE1B	PDES1B		12q13		uc001sgd.2
PDE1C		Hcam3	7p15.1-p14.3	ENSG00000154678	uc003tco.2
PDE2A			11q13.1-q14.1	ENSG00000186642	uc010rrc.2
PDE3A		CGI-PDE	12p12.2	ENSG00000172572	uc001reh.2
PDE3B		HcGIP1	11p15.2	ENSG00000152270	uc001mln.3
PDE4A	DPDE2		19p13.2		uc002moj.2
PDE4B	DPDE4		1p31	ENSG00000184588	uc001dco.3
PDE4C	DPDE1		19p13.11		uc002nik.4
PDE4D	DPDE3		5q12		uc003jsa.3
PDE4DIP	CMYA2	KIAA0477, KIAA0454, MMGL	1q21.1	ENSG00000178104	uc031uoc.1
PDE4DIPP1			1q21.2	ENSG00000229828	
PDE5A			4q27	ENSG00000138735	uc003idh.3
PDE6A	PDEA	RP43	5q31.2-q34	ENSG00000132915	uc003lrg.4
PDE6B	PDEB	CSNB3, rd1, RP40, CSNBAD2	4p16.3	ENSG00000133256	uc003gap.3
PDE6C		PDEA2, ACHM5, COD4	10q24	ENSG00000095464	uc001kiu.4
PDE6D		JBTS22	2q35-q36	ENSG00000156973	uc002vse.1
PDE6G	PDEG	RP57	17q21.1		uc002kay.3
PDE6H			12p13		uc001rcr.4
PDE7A		HCP1	8q13		uc003xvq.3
PDE7B			6q23-q24	ENSG00000171408	uc003qgp.3
PDE8A		HsT19550	15q25.3	ENSG00000073417	uc002blh.3
PDE8B			5q14.1	ENSG00000113231	uc003kfa.3
PDE9A			21q22.3	ENSG00000160191	uc002zbx.3
PDE10A			6q26	ENSG00000112541	uc003quo.3
PDE11A			2q31.3	ENSG00000128655	uc002ulq.3
PDE12		DKFZp667B1218, 2'-PDE	3p14.3	ENSG00000174840	uc003diw.4
PDF			16q22.1	ENSG00000258429	uc002ewx.1
PDGFA		PDGF1, PDGF-A	7p22	ENSG00000197461	uc003sir.3
PDGFB	SIS	SSV	22q13.1	ENSG00000100311	uc003axf.3
PDGFC		SCDGF, fallotein	4q32	ENSG00000145431	uc003iph.2
PDGFD		SCDGF-B, MSTP036, IEGF	11q22.3	ENSG00000170962	uc001phq.3
PDGFRA		CD140a, PDGFR2, GAS9	4q12	ENSG00000134853	uc003han.4
PDGFRB	PDGFR	JTK12, CD140b, PDGFR1	5q33.1	ENSG00000113721	uc003lro.3
PDGFRL		PRLTS	8p22-p21.3	ENSG00000104213	uc003wxr.3
PDHA1	PDHA		Xp22.1	ENSG00000131828	uc004czh.4
PDHA1P1			3p14.3		
PDHA2	PDHAL		4q22-q23	ENSG00000163114	uc003htr.4
PDHB			3p21.1-p14.2	ENSG00000168291	uc003dkf.4
PDHX		E3BP, proX, PDX1, OPDX, DLDBP	11p13	ENSG00000110435	uc001mvt.3
PDIA2	PDIP	PDA2, PDI, PDIR	16p13.3	ENSG00000185615	uc002cgo.1
PDIA3	GRP58	P58, ERp61, ERp57, ERp60, GRP57, PI-PLC, HsT17083	15q15	ENSG00000167004	uc001zsu.3
PDIA3P1	PDIA3P	GRP58P	1q21.1	ENSG00000180867	
PDIA3P2			15q15.3	ENSG00000224677	
PDIA4		ERP70, ERP72	7q35	ENSG00000155660	uc003wff.2
PDIA5		PDIR, FLJ30401	3q21.1	ENSG00000065485	uc003egc.2
PDIA6	TXNDC7	P5, ERp5	2p25.1	ENSG00000143870	uc002rau.4
PDIK1L		CLIK1L	1p35.1	ENSG00000175087	uc009vsb.3
PDILT		PDIA7	16p12.3	ENSG00000169340	uc002dhc.1
PDK1			2q31.1	ENSG00000152256	uc002uhs.4
PDK1P1			9p21.1		
PDK2		PDHK2	17q21.33	ENSG00000005882	uc002iqc.3
PDK3			Xp22.12	ENSG00000067992	uc004dbh.3
PDK4			7q21.3-q22.1	ENSG00000004799	uc003uoa.3
PDLIM1	CLIM1	CLP-36, hCLIM1, CLP36	10q23.1	ENSG00000107438	uc001kkh.4
PDLIM1P1	PDLIM1P		14q21.3	ENSG00000270788	
PDLIM1P2			17p11.2	ENSG00000265881	
PDLIM1P3			17q11.1	ENSG00000264172	
PDLIM1P4			3q12.1	ENSG00000249274	
PDLIM2			8p21.3	ENSG00000120913	uc003xby.4
PDLIM3		ALP	4q35	ENSG00000154553	uc003ixw.4
PDLIM4		RIL	5q31.1	ENSG00000131435	uc003kwn.3
PDLIM5		LIM, Enh	4q22	ENSG00000163110	uc003htk.4
PDLIM7		ENIGMA	5q35.3	ENSG00000196923	uc003mhc.2
PDP1	PPM2C	PDP, PDH, PPM2A	8q22.1	ENSG00000164951	uc003ygf.3
PDP2		KIAA1348, PPM2C2, PPM2B	16q22.1	ENSG00000172840	uc002eqk.2
PDPK1		PDK1	16p13.3	ENSG00000140992	uc002cqs.4
PDPK2P			16p13.3	ENSG00000205918	
